antecedent,consequent,fitness,support,confidence,lift,coverage,rhs_support,conviction,amplitude,inclusion,interestingness,comprehensibility,netconf,yulesq
"[Diameter(interval_5), Shell weight(interval_5), Shucked weight(interval_4), Viscera weight(interval_3)]","[Sex(M), Length(interval_5)]",0.5001197031362221,0.00023940627244433804,1.0,24.14450867052023,0.00023940627244433804,0.041417285132870484,4317072757479403.0,1.0,0.6666666666666666,0.00578034648950657,0.5645750340535797,0.9588122605363982,1.0
"[Shucked weight(interval_4), Shell weight(interval_5), Sex(M)]",[Viscera weight(interval_3)],0.5001197031362221,0.00023940627244433804,1.0,8.190196078431372,0.00023940627244433804,0.1220971989466124,3953722727691551.0,1.0,0.4444444444444444,0.001960784201342425,0.43067655807339306,0.8781130268199232,1.0
"[Shell weight(interval_5), Length(interval_5), Shucked weight(interval_4), Diameter(interval_5)]",[Height(interval_2)],0.5001197031362221,0.00023940627244433804,1.0,181.6086956521739,0.00023940627244433804,0.005506344266219775,4478801257384975.0,1.0,0.5555555555555556,0.0434782583775929,0.3868528072345416,0.9947318007662833,1.0
"[Sex(M), Length(interval_5), Height(interval_3)]",[Whole weight(interval_4)],0.5001197031362221,0.00023940627244433804,1.0,22.336898395721924,0.00023940627244433804,0.044768972947091215,4301978097488216.0,1.0,0.4444444444444444,0.0053475932763884316,0.43067655807339306,0.9554597701149423,1.0
"[Diameter(interval_5), Shell weight(interval_5), Shucked weight(interval_4), Whole weight(interval_5), Viscera weight(interval_3)]",[Length(interval_5)],0.5001197031362221,0.00023940627244433804,1.0,11.8328611898017,0.00023940627244433804,0.08451041417285132,4122998557592716.5,1.0,0.6666666666666666,0.002832861027435232,0.3562071871080222,0.9157088122605362,1.0
"[Shell weight(interval_5), Height(interval_2), Sex(M)]","[Length(interval_5), Whole weight(interval_5)]",0.5001197031362221,0.00023940627244433804,1.0,189.86363636363635,0.00023940627244433804,0.005266937993775437,4479879447384345.5,1.0,0.5555555555555556,0.045454542849301664,0.6131471927654585,0.9949712643678159,1.0
"[Height(interval_3), Sex(M), Diameter(interval_5)]",[Length(interval_5)],0.5001197031362221,0.00023940627244433804,1.0,11.8328611898017,0.00023940627244433804,0.08451041417285132,4122998557592716.5,1.0,0.4444444444444444,0.002832861027435232,0.43067655807339306,0.9157088122605362,1.0
"[Length(interval_5), Sex(I), Whole weight(interval_4)]",[Viscera weight(interval_3)],0.5001197031362221,0.00023940627244433804,1.0,8.190196078431372,0.00023940627244433804,0.1220971989466124,3953722727691551.0,1.0,0.4444444444444444,0.001960784201342425,0.43067655807339306,0.8781130268199232,1.0
"[Diameter(interval_5), Shucked weight(interval_4), Shell weight(interval_5), Viscera weight(interval_3)]",[Length(interval_5)],0.5001197031362221,0.00023940627244433804,1.0,11.8328611898017,0.00023940627244433804,0.08451041417285132,4122998557592716.5,1.0,0.5555555555555556,0.002832861027435232,0.3868528072345416,0.9157088122605362,1.0
"[Shucked weight(interval_4), Shell weight(interval_5), Viscera weight(interval_3), Whole weight(interval_5)]",[Length(interval_5)],0.5001197031362221,0.00023940627244433804,1.0,11.8328611898017,0.00023940627244433804,0.08451041417285132,4122998557592716.5,1.0,0.5555555555555556,0.002832861027435232,0.3868528072345416,0.9157088122605362,1.0
"[Whole weight(interval_2), Height(interval_5)]",[Diameter(interval_3)],0.5001197031362221,0.00023940627244433804,1.0,3.1524528301886794,0.00023940627244433804,0.3172133109887479,3074997878204610.0,1.0,0.3333333333333333,0.0007547169378751976,0.5,0.682950191570881,1.0
"[Shell weight(interval_5), Shucked weight(interval_4)]",[Viscera weight(interval_3)],0.5001197031362221,0.00023940627244433804,1.0,8.190196078431372,0.00023940627244433804,0.1220971989466124,3953722727691551.0,1.0,0.3333333333333333,0.001960784201342425,0.5,0.8781130268199232,1.0
"[Height(interval_3), Diameter(interval_5)]",[Length(interval_5)],0.5001197031362221,0.00023940627244433804,1.0,11.8328611898017,0.00023940627244433804,0.08451041417285132,4122998557592716.5,1.0,0.3333333333333333,0.002832861027435232,0.5,0.9157088122605362,1.0
"[Length(interval_4), Viscera weight(interval_3), Shell weight(interval_5), Sex(M), Diameter(interval_5)]",[Whole weight(interval_4)],0.5001197031362221,0.00023940627244433804,1.0,22.336898395721924,0.00023940627244433804,0.044768972947091215,4301978097488216.0,1.0,0.6666666666666666,0.0053475932763884316,0.3562071871080222,0.9554597701149423,1.0
"[Diameter(interval_5), Shell weight(interval_5), Length(interval_5), Whole weight(interval_5), Shucked weight(interval_4)]",[Viscera weight(interval_3)],0.5001197031362221,0.00023940627244433804,1.0,8.190196078431372,0.00023940627244433804,0.1220971989466124,3953722727691551.0,1.0,0.6666666666666666,0.001960784201342425,0.3562071871080222,0.8781130268199232,1.0
"[Diameter(interval_5), Shucked weight(interval_5), Viscera weight(interval_5), Shell weight(interval_3)]",[Length(interval_5)],0.5001197031362221,0.00023940627244433804,1.0,11.8328611898017,0.00023940627244433804,0.08451041417285132,4122998557592716.5,1.0,0.5555555555555556,0.002832861027435232,0.3868528072345416,0.9157088122605362,1.0
"[Diameter(interval_5), Shell weight(interval_5), Whole weight(interval_5), Shucked weight(interval_4)]",[Length(interval_5)],0.5001197031362221,0.00023940627244433804,1.0,11.8328611898017,0.00023940627244433804,0.08451041417285132,4122998557592716.5,1.0,0.5555555555555556,0.002832861027435232,0.3868528072345416,0.9157088122605362,1.0
"[Diameter(interval_5), Shucked weight(interval_4), Shell weight(interval_5), Whole weight(interval_5), Viscera weight(interval_3)]",[Length(interval_5)],0.5001197031362221,0.00023940627244433804,1.0,11.8328611898017,0.00023940627244433804,0.08451041417285132,4122998557592716.5,1.0,0.6666666666666666,0.002832861027435232,0.3562071871080222,0.9157088122605362,1.0
"[Length(interval_5), Whole weight(interval_3), Sex(I)]","[Viscera weight(interval_3), Shell weight(interval_2)]",0.5001197031362221,0.00023940627244433804,1.0,19.985645933014354,0.00023940627244433804,0.05003591094086665,4278257917502065.5,1.0,0.5555555555555556,0.004784688720979123,0.6131471927654585,0.9501915708812259,1.0
"[Length(interval_5), Shucked weight(interval_4), Shell weight(interval_5), Diameter(interval_5)]",[Height(interval_2)],0.5001197031362221,0.00023940627244433804,1.0,181.6086956521739,0.00023940627244433804,0.005506344266219775,4478801257384975.0,1.0,0.5555555555555556,0.0434782583775929,0.3868528072345416,0.9947318007662833,1.0
"[Diameter(interval_5), Length(interval_4), Shucked weight(interval_4)]",[Height(interval_1)],0.5001197031362221,0.00023940627244433804,1.0,1.0060211946050097,0.00023940627244433804,0.9940148431888916,26954749984262.0,1.0,0.4444444444444444,0.00024084777039610713,0.43067655807339306,0.005986590038314174,1.0
[Diameter(interval_3)],"[Length(interval_3), Shucked weight(interval_1)]",0.500043996548936,0.24084271007900407,0.759245283018868,2.8366436021196884,0.3172133109887479,0.26765621259276995,3.0418668285723482,1.0,0.3333333333333333,0.6831455407282113,0.7924812503605781,0.7199745957818411,0.9744084166855289
"[Length(interval_4), Shell weight(interval_1), Height(interval_1)]",[Rings(interval_2)],0.49932862154031915,0.0421355039502035,0.9565217391304348,1.316005040957782,0.0440507541297582,0.7268374431410103,6.282738807756735,1.0,0.4444444444444444,0.055449976244268076,0.43067655807339306,0.2402682956042639,0.7941409342834521
"[Diameter(interval_5), Viscera weight(interval_3), Length(interval_5)]",[Height(interval_1)],0.49738285415805167,0.04022025377064879,0.9545454545454546,0.9602929584866001,0.0421355039502035,0.9940148431888916,0.13167344984438537,1.0,0.4444444444444444,0.038622854582182946,0.43067655807339306,-0.04120560768898681,-0.8355217691776089
"[Shucked weight(interval_4), Diameter(interval_5), Whole weight(interval_4)]",[Length(interval_5)],0.49520938073577525,0.011252094804883888,0.9791666666666666,11.586343248347497,0.011491501077328227,0.08451041417285132,43.94350011970259,1.0,0.4444444444444444,0.13037028147704424,0.43067655807339306,0.9050567126826508,0.9965997544267086
"[Length(interval_5), Viscera weight(interval_3), Whole weight(interval_4)]",[Height(interval_1)],0.4892953998673453,0.02777112760354321,0.9508196721311475,0.9565447424113206,0.029207565238209242,0.9940148431888916,0.12169818849253779,1.0,0.4444444444444444,0.026564149484899054,0.43067655807339306,-0.044494754502637957,-0.8331566994700984
"[Diameter(interval_5), Rings(interval_2), Length(interval_5), Shucked weight(interval_4)]",[Height(interval_1)],0.4862576105376314,0.011730907349772564,0.9607843137254902,0.9665693830518719,0.01220971989466124,0.9940148431888916,0.15262149868326472,1.0,0.5555555555555556,0.011338704035403798,0.3868528072345416,-0.03364128006995338,-0.7584913746919533
[Length(interval_4)],"[Shell weight(interval_2), Rings(interval_2)]",0.480771902316684,0.3184103423509696,0.6431334622823984,1.82621921954696,0.4950921714148911,0.35216662676562127,1.8153379618545993,1.0,0.3333333333333333,0.5814427604728377,0.7924812503605781,0.5762771322681733,0.9235288800506192
"[Diameter(interval_5), Whole weight(interval_4), Shucked weight(interval_3)]",[Length(interval_5)],0.48040044363448037,0.0220253770648791,0.9387755102040817,11.108400300630167,0.023461814699545128,0.08451041417285132,14.952996568510052,1.0,0.4444444444444444,0.2446654150781753,0.43067655807339306,0.874789239059193,0.9911230025338555
[Shucked weight(interval_4)],[Length(interval_5)],0.47932897841923455,0.015800813981326312,0.9428571428571428,11.156697693241604,0.016758439071103665,0.08451041417285132,16.021067751975036,1.0,0.2222222222222222,0.17628423804380078,0.6309297535714574,0.8729764513548296,0.9909345041615996
"[Viscera weight(interval_4), Diameter(interval_5)]","[Length(interval_5), Height(interval_1)]",0.4776832700186556,0.011970313622216903,0.9433962264150944,11.555912134122725,0.012688532439549916,0.08163753890351927,16.224403479371098,1.0,0.4444444444444444,0.1383274960205605,0.6826061944859854,0.8728336657943377,0.9909309537042328
"[Length(interval_4), Diameter(interval_5), Viscera weight(interval_2)]",[Height(interval_1)],0.4772743595882212,0.004548719176442423,0.95,0.955720134874759,0.004788125448886761,0.9940148431888916,0.11970313622216835,1.0,0.4444444444444444,0.00434729777063973,0.43067655807339306,-0.044226605725282725,-0.80126389191545
"[Length(interval_4), Shell weight(interval_3), Rings(interval_3)]",[Height(interval_1)],0.4750458862022185,0.016758439071103665,0.9333333333333333,0.9389531149646758,0.017955470433325352,0.9940148431888916,0.08977735216662647,1.0,0.4444444444444444,0.015735325436192656,0.43067655807339306,-0.06179099626198588,-0.8716185236130215
"[Diameter(interval_5), Shucked weight(interval_4)]","[Length(interval_5), Height(interval_1)]",0.47468471738475676,0.013885563801771606,0.9354838709677419,11.458991580739761,0.014843188891548958,0.08163753890351927,14.23461814699539,1.0,0.4444444444444444,0.1591140297552189,0.6826061944859854,0.8667110884647042,0.9898651673321754
"[Diameter(interval_4), Shell weight(interval_3), Viscera weight(interval_2)]",[Length(interval_4)],0.47446743291590127,0.023701220971989467,0.9252336448598131,1.8688108967985682,0.02561647115154417,0.4950921714148911,6.753142207325811,1.0,0.4444444444444444,0.044292848691047916,0.43067655807339306,0.4414498610760292,0.8592006292709307
"[Length(interval_4), Rings(interval_4), Shell weight(interval_3)]",[Diameter(interval_4)],0.47121332643431385,0.006942781900885803,0.9354838709677419,2.00282733420413,0.007421594445774479,0.4670816375389035,8.26023461814696,1.0,0.4444444444444444,0.013905170254056723,0.43067655807339306,0.4719045173739164,0.8875036581796898
"[Whole weight(interval_4), Rings(interval_2)]",[Length(interval_5)],0.4695850841636879,0.025377064879099832,0.9137931034482759,10.812786949301556,0.02777112760354321,0.08451041417285132,10.619679195594903,1.0,0.3333333333333333,0.2743951288581929,0.5,0.852970645925498,0.9878550671904885
[Viscera weight(interval_2)],"[Shell weight(interval_2), Rings(interval_2)]",0.46379263530165593,0.27651424467321045,0.6510710259301015,1.8487584468457061,0.4247067273162557,0.35216662676562127,1.856633932338913,1.0,0.3333333333333333,0.5111742039263143,0.7924812503605781,0.5195687371244417,0.8498869378597584
[Diameter(interval_5)],[Length(interval_5)],0.46017420421515715,0.06128800574575054,0.8590604026845637,10.165142498621595,0.07134306918841274,0.08451041417285132,6.49561658515452,1.0,0.2222222222222222,0.6229921707299849,0.6309297535714574,0.8340539577245222,0.9916195773584595
